dx,G0,field,offset,R56,xerror
0.005,15.777777777777779,0.22777777777777777,0.0249065158078018,0.04164180989075399,-0.0065599008413440895
0.005,15.777777777777779,0.23888888888888887,0.026397480861494984,0.04616839824459894,-0.0069333932096110745
0.005,15.777777777777779,0.25,0.027971574047046942,0.05108173506733534,-0.007386975266375595
0.005,16.0,0.15,0.015328261750416421,0.015517812798691064,-0.005269822158958191
0.005,16.0,0.1611111111111111,0.016569752251583827,0.018098547875601,-0.005465591477627408
0.005,16.0,0.17222222222222222,0.017819722145101236,0.02148822680096027,-0.005461349777413018
0.005,16.0,0.18333333333333332,0.01908358185803066,0.024758388595670144,-0.0058023451596162
0.005,16.0,0.19444444444444445,0.020391020585405227,0.028303193632635074,-0.006061535069345543
0.005,16.0,0.20555555555555555,0.021700018125869587,0.031173657587984197,-0.0061383049872086445
0.005,16.0,0.21666666666666667,0.02306653827531904,0.0357428745840281,-0.006183684403468638
0.005,16.0,0.22777777777777777,0.024492207332660346,0.03993043869671474,-0.006421472322736144
0.005,16.0,0.23888888888888887,0.02595349383403669,0.045242775307276495,-0.006743495390046108
0.005,16.0,0.25,0.027446531875463864,0.05025509491169528,-0.007205775918657779
0.005,14.1,0.15,0.017616320180329572,0.02251457306199836,0.0006055448242621044
0.005,14.1,0.15,0.017633843859212756,0.022405274374601547,0.0006419459632733039
0.005,14.1,0.15,0.017629924750613347,0.022465580385404804,0.0006490197310335577
0.005,14.1,0.1607142857142857,0.019026490466156988,0.025157144960281624,0.0005948485175786221
0.005,14.1,0.17142857142857143,0.020459386024103684,0.029045279740913005,0.0007106117778277352
0.005,14.1,0.18214285714285713,0.021917263029397803,0.03290366685123729,0.0007042560773864297
0.005,14.1,0.19285714285714284,0.023412873912991947,0.0372800840827438,0.0007619513137888433
0.005,14.1,0.20357142857142857,0.024972107161273804,0.04209013698746789,0.0009137650944876789
0.005,14.1,0.21428571428571427,0.02660881495444324,0.047419750628544206,0.001083827948185767
0.005,14.1,0.22499999999999998,0.028294683232975716,0.05384314831387603,0.0011166787225537454
0.005,14.322222222222223,0.15,0.017319202802848092,0.02132467573873789,0.0005474376668736689
0.005,14.322222222222223,0.1607142857142857,0.01868695039911714,0.024217137124948898,0.0006419073051058216
0.005,14.322222222222223,0.17142857142857143,0.020114567506244605,0.027661062523904795,0.0007596731903930021
0.005,14.322222222222223,0.18214285714285713,0.021529593664200028,0.03220185351023834,0.000693245964325851
0.005,14.322222222222223,0.19285714285714284,0.022995168040344557,0.036199625442825636,0.0007300054709844788
0.005,14.322222222222223,0.20357142857142857,0.024539055778527698,0.03974864929339175,0.0010124972732223946
0.005,14.322222222222223,0.21428571428571427,0.026090305277729927,0.045978087332594654,0.000983358817361468
0.005,14.322222222222223,0.22499999999999998,0.02772767727895715,0.051548320177443145,0.0010871190936794187
0.005,14.322222222222223,0.2357142857142857,0.029664530312450144,0.051681650972803216,0.0023302782688538453
0.005,14.544444444444444,0.15,0.017044475073971072,0.02080320550200772,0.00044531919949317844
0.005,14.544444444444444,0.1607142857142857,0.018385195043425718,0.02301807172807155,0.0005738218793680818
0.005,14.544444444444444,0.17142857142857143,0.019769127190531248,0.025687921841587733,0.0007593043706620736
0.005,14.544444444444444,0.18214285714285713,0.021138519892101675,0.03023382379165221,0.0007054424701237411
0.005,14.544444444444444,0.19285714285714284,0.02257335697519156,0.03459704711601416,0.0007560729584187255
0.005,14.544444444444444,0.20357142857142857,0.024051277034329025,0.0393615599512237,0.000850662496118996
0.005,14.544444444444444,0.21428571428571427,0.02559650160773454,0.04503070800811285,0.0009044112472942117
0.005,14.544444444444444,0.22499999999999998,0.02719107101418349,0.050582171544864586,0.0009906783098968363
0.005,14.544444444444444,0.2357142857142857,0.028929522359641278,0.05476439423873369,0.0014240698873692083
0.005,14.766666666666667,0.15,0.016746252376649288,0.02003639736839999,0.00048796677959356326
0.005,14.766666666666667,0.1607142857142857,0.018071919981225537,0.02281256768679614,0.0006668352331263763
0.005,14.766666666666667,0.17142857142857143,0.01940398230377826,0.025682313093180503,0.0007073995822122753
0.005,14.766666666666667,0.18214285714285713,0.02077908723705258,0.029345459916714903,0.0007804481117489204
0.005,14.766666666666667,0.19285714285714284,0.02220429082688897,0.03434547635966284,0.0007229427873347046
0.005,14.766666666666667,0.20357142857142857,0.023626729626271877,0.03861328021498714,0.0008002049237215906
0.005,14.766666666666667,0.21428571428571427,0.02511369250740793,0.04250747892687616,0.000850419420987643
0.005,14.766666666666667,0.22499999999999998,0.02668920959175452,0.04830754704672744,0.0009718157399911963
0.005,14.766666666666667,0.2357142857142857,0.028299439216347554,0.05245980353569541,0.0011451501602617242
0.005,14.988888888888889,0.15,0.01647992674227024,0.019932911600050632,0.0005679945332721219
0.005,14.988888888888889,0.1607142857142857,0.01778336139716434,0.02209956497976373,0.0005652158534276562
0.005,14.988888888888889,0.17142857142857143,0.019103399394380233,0.025027486138012034,0.0006815975721354815
0.005,14.988888888888889,0.18214285714285713,0.02045677839192281,0.028922346515637284,0.0006228320586537011
0.005,14.988888888888889,0.19285714285714284,0.02180498849788921,0.032460999241409466,0.0008300966837036115
0.005,14.988888888888889,0.20357142857142857,0.02323960220156538,0.03633300997298336,0.0007419959852489442
0.005,14.988888888888889,0.21428571428571427,0.024692273192390708,0.04135074628791282,0.0008975094694494946
0.005,14.988888888888889,0.22499999999999998,0.026196334964582135,0.04508121742809473,0.0009401320509147644
0.005,14.988888888888889,0.2357142857142857,0.027777514147302094,0.05170560692834997,0.001175915859576222
0.005,15.211111111111112,0.15,0.016229910171986193,0.01808667616845938,0.0003747979966378499
0.005,15.211111111111112,0.1607142857142857,0.017490063984555295,0.021125333152821016,0.000590551646039276
0.005,15.211111111111112,0.17142857142857143,0.018769152068454868,0.024505023680245902,0.0005987808873830419
0.005,15.211111111111112,0.18214285714285713,0.020094731502245264,0.02765461675795719,0.0006446838049158469
0.005,15.211111111111112,0.19285714285714284,0.0214521139065148,0.030450812310461442,0.0007999403786858727
0.005,15.211111111111112,0.20357142857142857,0.022823723791369165,0.03560114067550632,0.0008408876232909077
0.005,15.211111111111112,0.21428571428571427,0.024242566149665995,0.039588694845357326,0.0007691930232890613
0.005,15.211111111111112,0.22499999999999998,0.02574139349687493,0.04552556147542809,0.0008772232362671941
0.005,15.211111111111112,0.2357142857142857,0.027243244728607185,0.04989044003610459,0.001110733945132087
0.005,15.211111111111112,0.24642857142857144,0.028939749511841074,0.055486884948587396,0.0014477464850657488
0.005,15.433333333333334,0.15,0.015957747137706257,0.0177360988284221,0.0004625059234210346
0.005,15.433333333333334,0.1607142857142857,0.017208515073726758,0.020903945054385975,0.000464340179872189
0.005,15.433333333333334,0.17142857142857143,0.01847626178442761,0.023231105129360635,0.0006184777053225571
0.005,15.433333333333334,0.18214285714285713,0.019776078269464828,0.02627355618117576,0.000596443599681838
0.005,15.433333333333334,0.19285714285714284,0.021093921976338373,0.03051884952492144,0.0007015897462861964
0.005,15.433333333333334,0.20357142857142857,0.022453545391867048,0.034080426953130946,0.0006931866300230971
0.005,15.433333333333334,0.21428571428571427,0.023838505138089987,0.03846963163980651,0.0008009497919214674
0.005,15.433333333333334,0.22499999999999998,0.02528232442384862,0.04314903641003822,0.0008552702936717802
0.005,15.433333333333334,0.2357142857142857,0.02677426352993764,0.048231486808667054,0.0010585316442586565
0.005,15.433333333333334,0.24642857142857144,0.028298227051769678,0.05357388962965875,0.0012525549316185747
0.005,15.655555555555557,0.15,0.01572871853363342,0.017958366069840484,0.000458882884511445
0.005,15.655555555555557,0.1607142857142857,0.01693936314515862,0.019885101465511368,0.0005752337335610736
0.005,15.655555555555557,0.17142857142857143,0.018199511070831995,0.022976490154621873,0.0005218468833235384
0.005,15.655555555555557,0.18214285714285713,0.019475503912187206,0.026289434423301478,0.0006095100581441882
0.005,15.655555555555557,0.19285714285714284,0.020747901808937267,0.028900082159479493,0.0007171218004695626
0.005,15.655555555555557,0.20357142857142857,0.022071965696612125,0.03219181302892783,0.0008265414200566379
0.005,15.655555555555557,0.21428571428571427,0.02344460727569633,0.03737015047760632,0.0007668766606265749
0.005,15.655555555555557,0.22499999999999998,0.024842242116963068,0.04079471753664278,0.0008415807949421688
0.005,15.655555555555557,0.2357142857142857,0.026309336912001408,0.046128765877786346,0.0009888415922695165
0.005,15.655555555555557,0.24642857142857144,0.02778541077155994,0.0511157795926025,0.0012051944917558207
0.005,15.87777777777778,0.15,0.015495359883061846,0.017455667164489763,0.0004369490062386627
0.005,15.87777777777778,0.1607142857142857,0.016708728677057215,0.018423283553044484,0.0004893977957124222
0.005,15.87777777777778,0.17142857142857143,0.017925984219762856,0.021538884226623645,0.0005500743482859193
0.005,15.87777777777778,0.18214285714285713,0.019151988680190645,0.025201609180988488,0.0007764819153549429
0.005,15.87777777777778,0.19285714285714284,0.020424796567226906,0.0276329330264362,0.0006730217624496153
0.005,15.87777777777778,0.20357142857142857,0.02172400220697676,0.032176745784842656,0.000720063740694068
0.005,15.87777777777778,0.21428571428571427,0.023072253544837835,0.036240245189290574,0.0007099707258135428
0.005,15.87777777777778,0.22499999999999998,0.02443425527820463,0.040318041168809986,0.0007272329312499647
0.005,15.87777777777778,0.2357142857142857,0.025835704106781997,0.045091724437029995,0.000943483269629939
0.005,15.87777777777778,0.24642857142857144,0.027335132447307828,0.04978823850863445,0.0010119105530539403
0.005,15.87777777777778,0.2571428571428571,0.028877232573342158,0.05446978113654333,0.0014147367138237091
0.005,16.1,0.15,0.01525608793907921,0.016685332712106496,0.0003844691166151428
0.005,16.1,0.1607142857142857,0.016447336932826583,0.017883259697880224,0.0005288552566368262
0.005,16.1,0.17142857142857143,0.017632613228374516,0.021124200290422307,0.0005532703980569611
0.005,16.1,0.18214285714285713,0.01885825521002297,0.023428986040141556,0.0006631245656178641
0.005,16.1,0.19285714285714284,0.02010245302967744,0.027926035967159812,0.0006485846841445654
0.005,16.1,0.20357142857142857,0.021397543217035568,0.029930662652918175,0.0008908591728707255
0.005,16.1,0.21428571428571427,0.022682098324110965,0.03474231475602682,0.0007586660999394819
0.005,16.1,0.22499999999999998,0.024020229375491982,0.03857577819435532,0.000791545202260164
0.005,16.1,0.2357142857142857,0.02541033866679624,0.04354059550898416,0.0009219389374183222
0.005,16.1,0.24642857142857144,0.026844087054423857,0.048368343079629665,0.0010791274985754945
0.005,16.1,0.2571428571428571,0.028328940840236815,0.052885855348365096,0.0011436309163294785
