dx,G0,field,offset,R56,xerror
0.005,14.0,0.15,0.01770920903103476,0.02205945874274412,-0.005434632290322426
0.005,14.0,0.1611111111111111,0.01918733901557699,0.024587451935840707,-0.006091947860472259
0.005,14.0,0.17222222222222222,0.02066919572415324,0.028398965896655554,-0.006069539768394707
0.005,14.0,0.18333333333333332,0.022190288814361036,0.033981254696647464,-0.005944351567613728
0.005,14.0,0.19444444444444445,0.023775876324372898,0.03807054233235056,-0.006324314279492598
0.005,14.0,0.20555555555555555,0.025433741082605207,0.044334528507015955,-0.006691695687696919
0.005,14.0,0.21666666666666667,0.027117202777870452,0.05017286985447342,-0.006986753725188656
0.005,14.0,0.22777777777777777,0.029036524245910307,0.055502945732350505,-0.01006630580456357
0.005,14.222222222222221,0.15,0.017403304808355752,0.020815773471228025,-0.005661057385952192
0.005,14.222222222222221,0.1611111111111111,0.01884454837455007,0.024142349151750023,-0.005640206622332072
0.005,14.222222222222221,0.17222222222222222,0.020315350044702588,0.028030180180366376,-0.006035979254515606
0.005,14.222222222222221,0.18333333333333332,0.02181246514522333,0.03193498202034718,-0.006086732395577953
0.005,14.222222222222221,0.19444444444444445,0.023340869326633467,0.03712556798976634,-0.006142940428322531
0.005,14.222222222222221,0.20555555555555555,0.024958039919586138,0.04178335805810377,-0.006440036463366031
0.005,14.222222222222221,0.21666666666666667,0.026594054124027475,0.04792028275069172,-0.006940467793475762
0.005,14.222222222222221,0.22777777777777777,0.028332684172269213,0.053643781392082354,-0.0074951694790676236
0.005,14.444444444444445,0.15,0.017133404907638424,0.020206051698351685,-0.005554435502958056
0.005,14.444444444444445,0.1611111111111111,0.01854356280272629,0.02372992414349867,-0.005868923113023854
0.005,14.444444444444445,0.17222222222222222,0.019973235684848985,0.026929292436701252,-0.006084506915586546
0.005,14.444444444444445,0.18333333333333332,0.021427564683705474,0.03176812510095259,-0.006134707407148085
0.005,14.444444444444445,0.19444444444444445,0.022915378186871678,0.035461864670340223,-0.0061488227806959644
0.005,14.444444444444445,0.20555555555555555,0.02450067946980972,0.04156820538637423,-0.006449738273113923
0.005,14.444444444444445,0.21666666666666667,0.026110523859007598,0.04623170546022268,-0.006916316216169147
0.005,14.444444444444445,0.22777777777777777,0.02780305487505307,0.050984492508306764,-0.007318370917928147
0.005,14.666666666666666,0.15,0.01683157223088068,0.01938446217681418,-0.005339468073618663
0.005,14.666666666666666,0.1611111111111111,0.018236729934916672,0.022900045630711838,-0.005867789023579257
0.005,14.666666666666666,0.17222222222222222,0.0196173774933564,0.026612754902848104,-0.005917813332321207
0.005,14.666666666666666,0.18333333333333332,0.021027775939294707,0.0301723824549726,-0.005845438508133538
0.005,14.666666666666666,0.19444444444444445,0.022515730869234987,0.03484588989101779,-0.006122330852463061
0.005,14.666666666666666,0.20555555555555555,0.02403417774179707,0.03920637717554988,-0.006312698636113949
0.005,14.666666666666666,0.21666666666666667,0.025621872205318166,0.04381872611724522,-0.006814997142222744
0.005,14.666666666666666,0.22777777777777777,0.027255436269748502,0.0496832441433078,-0.007124470185538565
0.005,14.666666666666666,0.23888888888888887,0.029071782407609454,0.055381201834347596,-0.010295695133287075
0.005,14.88888888888889,0.15,0.01655966481113438,0.018883595946028967,-0.005304578915506144
0.005,14.88888888888889,0.1611111111111111,0.0179117671755558,0.022188754457507703,-0.005742061146317127
0.005,14.88888888888889,0.17222222222222222,0.01926557348284566,0.02505467388685352,-0.005672990169860308
0.005,14.88888888888889,0.18333333333333332,0.02067650531921053,0.028469271498170842,-0.005899394143296135
0.005,14.88888888888889,0.19444444444444445,0.022123040669208675,0.032483246709677616,-0.006189022363633927
0.005,14.88888888888889,0.20555555555555555,0.023615125537077012,0.03799201704062719,-0.006269742946699688
0.005,14.88888888888889,0.21666666666666667,0.025144368368516606,0.04224781617219775,-0.00662013749733311
0.005,14.88888888888889,0.22777777777777777,0.026740242111794738,0.04863168262047016,-0.006958513777704732
0.005,14.88888888888889,0.23888888888888887,0.028394145364626467,0.053171510891522555,-0.0076719023209744506
0.005,15.11111111111111,0.15,0.016289348956646407,0.018594543682964607,-0.005266511097024283
0.005,15.11111111111111,0.1611111111111111,0.017625065545746936,0.021072038273917362,-0.005550620852288522
0.005,15.11111111111111,0.17222222222222222,0.01897632142730989,0.02417298155384459,-0.005767667688087867
0.005,15.11111111111111,0.18333333333333332,0.02034059703157191,0.028002284359813404,-0.005946490020113441
0.005,15.11111111111111,0.19444444444444445,0.021763209278779318,0.03217768329735639,-0.006058443603862168
0.005,15.11111111111111,0.20555555555555555,0.023226176402180415,0.036085822081070154,-0.006266616619942042
0.005,15.11111111111111,0.21666666666666667,0.024710556528466234,0.041058296594389934,-0.006542889934907219
0.005,15.11111111111111,0.22777777777777777,0.026250782125549165,0.046836580244601314,-0.006794500351667051
0.005,15.11111111111111,0.23888888888888887,0.027846752403283246,0.050137125520428844,-0.0072553361387386285
0.005,15.11111111111111,0.25,0.02977653968873418,0.050782601703207295,-0.01056827731444962
0.005,15.333333333333334,0.15,0.016060182853369173,0.017844861826151484,-0.005447324656659123
0.005,15.333333333333334,0.1611111111111111,0.0173481959181615,0.020526966755933143,-0.005619443710590439
0.005,15.333333333333334,0.17222222222222222,0.01867377902562251,0.023137262968545902,-0.0058401001723053314
0.005,15.333333333333334,0.18333333333333332,0.020029572226346746,0.026901523734601973,-0.006028806457911647
0.005,15.333333333333334,0.19444444444444445,0.02138484811634604,0.02993256832538055,-0.006002018020365222
0.005,15.333333333333334,0.20555555555555555,0.022779370754603293,0.035051020972487204,-0.005902257863463123
0.005,15.333333333333334,0.21666666666666667,0.02427809348442371,0.03925301555357799,-0.006446736016301436
0.005,15.333333333333334,0.22777777777777777,0.02580360068674391,0.04460203166899349,-0.006766558843066046
0.005,15.333333333333334,0.23888888888888887,0.02734591618381814,0.04893091592262699,-0.007178073591417926
0.005,15.333333333333334,0.25,0.029144399179238722,0.05425485019555853,-0.01080456786628202
0.005,15.555555555555555,0.15,0.015808476599765583,0.017712771624771806,-0.005347682300188071
0.005,15.555555555555555,0.1611111111111111,0.017070766957846473,0.02048135172334277,-0.005490699101627972
0.005,15.555555555555555,0.17222222222222222,0.018377256485514266,0.02286941910857468,-0.0058618357631597
0.005,15.555555555555555,0.18333333333333332,0.019688280253728,0.026213458025330996,-0.0059622873834888485
0.005,15.555555555555555,0.19444444444444445,0.02102636263517459,0.030261003720869734,-0.006006791583131093
0.005,15.555555555555555,0.20555555555555555,0.022447778031798614,0.03286544565060816,-0.006196514783668108
0.005,15.555555555555555,0.21666666666666667,0.02387438557316371,0.03744557075120619,-0.006406405122332631
0.005,15.555555555555555,0.22777777777777777,0.025345453304896896,0.04204551837043268,-0.006596611778669361
0.005,15.555555555555555,0.23888888888888887,0.02688308379292465,0.04851447995368319,-0.007046440925664626
0.005,15.555555555555555,0.25,0.028465686037428346,0.05339580141363051,-0.007844835338321561
0.005,15.777777777777779,0.15,0.015570921196148,0.017349899993500312,-0.0055755027092373515
0.005,15.777777777777779,0.1611111111111111,0.01681839075219138,0.019455206517949755,-0.005546982721415763
0.005,15.777777777777779,0.17222222222222222,0.018100659768356064,0.021764815250801678,-0.005815796198117276
0.005,15.777777777777779,0.18333333333333332,0.019399737501281555,0.025257502181004504,-0.006015554639976814
0.005,15.777777777777779,0.19444444444444445,0.020721407940537687,0.029692916904462865,-0.0061274521000614385
0.005,15.777777777777779,0.20555555555555555,0.022063536304848363,0.03195675657614842,-0.006102963445362783
0.005,15.777777777777779,0.21666666666666667,0.023457209529951964,0.03648057517450777,-0.0062184950853056515
